,Agent,Monster,Tree2,Tree7,Tree12,Tree17,Tree22
50,16.0,19.0,0.0,1.0,0.0,0.0,0.0
51,6.0,9.0,1.0,1.0,0.0,0.0,2.0
52,6.0,9.0,0.0,0.0,0.0,0.0,2.0
53,6.0,4.0,2.0,2.0,2.0,2.0,1.0
54,16.0,23.0,2.0,2.0,0.0,1.0,1.0
55,16.0,18.0,0.0,2.0,0.0,1.0,1.0
56,6.0,9.0,1.0,1.0,2.0,0.0,1.0
57,11.0,13.0,0.0,2.0,0.0,2.0,1.0
58,16.0,19.0,2.0,2.0,1.0,0.0,0.0
59,16.0,19.0,2.0,1.0,1.0,0.0,0.0
60,11.0,14.0,1.0,2.0,2.0,1.0,2.0
61,16.0,19.0,2.0,1.0,0.0,1.0,1.0
62,11.0,13.0,0.0,1.0,0.0,2.0,1.0
63,11.0,13.0,2.0,1.0,2.0,1.0,1.0
64,6.0,8.0,1.0,0.0,1.0,2.0,0.0
65,16.0,18.0,0.0,1.0,0.0,1.0,0.0
66,6.0,9.0,1.0,0.0,2.0,1.0,1.0
67,5.0,9.0,1.0,0.0,2.0,2.0,2.0
68,11.0,14.0,0.0,2.0,1.0,0.0,1.0
69,11.0,14.0,0.0,0.0,0.0,1.0,1.0
70,11.0,19.0,2.0,2.0,2.0,2.0,0.0
71,6.0,9.0,2.0,2.0,0.0,1.0,0.0
72,6.0,4.0,1.0,2.0,2.0,2.0,0.0
73,11.0,14.0,1.0,0.0,2.0,2.0,0.0
74,11.0,18.0,1.0,1.0,0.0,2.0,2.0
75,16.0,19.0,1.0,2.0,1.0,1.0,0.0
76,6.0,4.0,2.0,0.0,0.0,2.0,1.0
77,16.0,18.0,2.0,2.0,2.0,0.0,0.0
78,11.0,13.0,0.0,1.0,1.0,1.0,0.0
79,16.0,23.0,1.0,2.0,2.0,2.0,1.0
80,16.0,23.0,1.0,1.0,0.0,0.0,2.0
81,11.0,14.0,2.0,0.0,0.0,1.0,1.0
82,6.0,9.0,2.0,0.0,0.0,1.0,1.0
83,1.0,3.0,2.0,1.0,2.0,1.0,1.0
84,6.0,8.0,2.0,0.0,0.0,1.0,0.0
85,6.0,8.0,1.0,0.0,1.0,2.0,2.0
86,1.0,4.0,0.0,2.0,2.0,1.0,2.0
87,1.0,3.0,2.0,1.0,1.0,0.0,2.0
88,1.0,4.0,0.0,1.0,2.0,0.0,2.0
89,6.0,9.0,2.0,0.0,0.0,0.0,2.0
90,16.0,18.0,1.0,0.0,1.0,1.0,1.0
91,11.0,13.0,2.0,2.0,0.0,0.0,1.0
92,11.0,13.0,1.0,2.0,2.0,2.0,0.0
93,6.0,8.0,0.0,1.0,0.0,2.0,1.0
94,0.0,3.0,0.0,2.0,2.0,2.0,1.0
95,1.0,4.0,0.0,1.0,0.0,1.0,2.0
96,11.0,14.0,1.0,1.0,2.0,0.0,2.0
97,1.0,3.0,1.0,2.0,1.0,2.0,2.0
98,1.0,3.0,2.0,2.0,2.0,1.0,2.0
99,6.0,9.0,2.0,2.0,0.0,1.0,2.0
100,11.0,18.0,2.0,2.0,1.0,2.0,0.0
101,16.0,18.0,1.0,1.0,2.0,1.0,0.0
102,1.0,3.0,2.0,1.0,0.0,2.0,0.0
103,21.0,23.0,0.0,1.0,1.0,2.0,2.0
104,11.0,13.0,0.0,2.0,1.0,2.0,1.0
105,16.0,19.0,1.0,0.0,2.0,1.0,0.0
106,6.0,8.0,0.0,2.0,2.0,1.0,2.0
107,11.0,14.0,0.0,0.0,0.0,2.0,1.0
108,11.0,13.0,1.0,0.0,0.0,1.0,0.0
109,11.0,13.0,1.0,1.0,0.0,2.0,2.0
110,16.0,19.0,0.0,1.0,1.0,0.0,1.0
111,21.0,23.0,2.0,1.0,2.0,1.0,1.0
112,11.0,3.0,2.0,0.0,1.0,1.0,0.0
113,5.0,9.0,2.0,0.0,1.0,0.0,1.0
114,6.0,3.0,1.0,1.0,2.0,2.0,1.0
115,11.0,14.0,0.0,2.0,0.0,1.0,2.0
116,0.0,3.0,0.0,0.0,0.0,2.0,2.0
117,11.0,14.0,2.0,1.0,2.0,2.0,2.0
118,6.0,9.0,1.0,0.0,0.0,2.0,2.0
119,1.0,3.0,0.0,1.0,0.0,1.0,1.0
120,1.0,4.0,1.0,1.0,0.0,1.0,0.0
121,16.0,23.0,2.0,2.0,2.0,2.0,0.0
122,6.0,4.0,2.0,0.0,1.0,2.0,2.0
123,16.0,23.0,1.0,2.0,1.0,2.0,1.0
124,6.0,9.0,2.0,0.0,2.0,2.0,1.0
125,16.0,19.0,2.0,1.0,0.0,0.0,0.0
126,6.0,9.0,0.0,2.0,0.0,1.0,0.0
127,16.0,18.0,1.0,1.0,2.0,0.0,2.0
128,0.0,3.0,0.0,1.0,0.0,0.0,0.0
129,21.0,23.0,1.0,0.0,0.0,0.0,0.0
130,1.0,3.0,0.0,0.0,1.0,1.0,1.0
131,5.0,3.0,1.0,2.0,2.0,2.0,2.0
132,16.0,18.0,0.0,1.0,0.0,0.0,1.0
133,11.0,13.0,1.0,0.0,1.0,2.0,2.0
134,11.0,14.0,1.0,0.0,0.0,1.0,2.0
135,1.0,3.0,1.0,0.0,0.0,2.0,2.0
136,16.0,23.0,1.0,0.0,1.0,1.0,0.0
137,16.0,19.0,2.0,1.0,2.0,1.0,0.0
138,11.0,13.0,2.0,2.0,0.0,1.0,2.0
139,6.0,3.0,2.0,2.0,2.0,2.0,2.0
140,1.0,3.0,0.0,2.0,2.0,2.0,2.0
141,11.0,13.0,0.0,1.0,0.0,2.0,0.0
142,6.0,3.0,0.0,0.0,0.0,2.0,1.0
143,11.0,13.0,0.0,0.0,0.0,2.0,1.0
144,16.0,19.0,2.0,2.0,0.0,0.0,0.0
145,1.0,4.0,1.0,0.0,2.0,2.0,2.0
146,16.0,19.0,2.0,1.0,2.0,0.0,1.0
147,16.0,18.0,0.0,0.0,2.0,1.0,2.0
148,11.0,14.0,0.0,1.0,0.0,1.0,1.0
149,15.0,23.0,1.0,1.0,2.0,2.0,0.0
150,1.0,3.0,2.0,2.0,1.0,1.0,1.0
151,6.0,4.0,1.0,0.0,2.0,0.0,0.0
152,11.0,13.0,0.0,2.0,2.0,2.0,1.0
153,1.0,4.0,1.0,2.0,1.0,1.0,2.0
154,11.0,14.0,1.0,1.0,0.0,0.0,0.0
155,16.0,19.0,1.0,0.0,1.0,0.0,2.0
156,11.0,13.0,0.0,0.0,0.0,0.0,0.0
157,11.0,9.0,1.0,2.0,1.0,1.0,2.0
158,6.0,4.0,1.0,2.0,1.0,1.0,0.0
159,16.0,19.0,2.0,2.0,2.0,2.0,2.0
160,6.0,9.0,1.0,0.0,2.0,0.0,1.0
161,16.0,23.0,2.0,1.0,2.0,1.0,2.0
162,5.0,8.0,1.0,0.0,0.0,2.0,1.0
163,1.0,4.0,0.0,2.0,1.0,2.0,2.0
164,5.0,4.0,0.0,1.0,2.0,1.0,1.0
165,11.0,9.0,2.0,1.0,1.0,2.0,0.0
166,16.0,18.0,2.0,2.0,2.0,2.0,0.0
167,1.0,4.0,0.0,0.0,2.0,2.0,1.0
168,16.0,19.0,0.0,0.0,0.0,0.0,2.0
169,21.0,23.0,1.0,1.0,1.0,2.0,1.0
170,21.0,23.0,2.0,2.0,1.0,1.0,1.0
171,21.0,23.0,1.0,1.0,2.0,2.0,1.0
172,1.0,4.0,2.0,2.0,1.0,0.0,2.0
173,16.0,18.0,2.0,1.0,1.0,2.0,2.0
174,11.0,13.0,1.0,2.0,0.0,2.0,1.0
175,6.0,3.0,2.0,1.0,0.0,1.0,2.0
176,16.0,19.0,2.0,0.0,2.0,0.0,2.0
177,16.0,19.0,0.0,1.0,1.0,0.0,0.0
178,16.0,18.0,0.0,2.0,2.0,0.0,2.0
179,6.0,8.0,1.0,0.0,2.0,1.0,0.0
180,11.0,8.0,2.0,1.0,1.0,0.0,1.0
181,1.0,3.0,2.0,1.0,0.0,2.0,2.0
182,11.0,14.0,2.0,2.0,1.0,1.0,0.0
183,11.0,14.0,1.0,1.0,1.0,0.0,1.0
184,6.0,9.0,0.0,2.0,2.0,1.0,1.0
185,16.0,23.0,2.0,1.0,2.0,2.0,1.0
186,11.0,9.0,0.0,2.0,0.0,2.0,0.0
187,16.0,19.0,0.0,0.0,0.0,0.0,1.0
188,11.0,14.0,0.0,0.0,2.0,0.0,2.0
189,5.0,8.0,2.0,0.0,2.0,1.0,1.0
190,16.0,18.0,0.0,1.0,0.0,0.0,0.0
191,11.0,13.0,2.0,0.0,0.0,2.0,1.0
192,6.0,8.0,2.0,0.0,0.0,2.0,2.0
193,21.0,23.0,1.0,1.0,2.0,0.0,1.0
194,6.0,9.0,2.0,2.0,0.0,2.0,0.0
195,6.0,3.0,1.0,1.0,0.0,2.0,2.0
196,6.0,8.0,2.0,0.0,2.0,0.0,0.0
197,16.0,19.0,2.0,0.0,1.0,0.0,1.0
198,16.0,18.0,1.0,1.0,0.0,0.0,0.0
199,16.0,18.0,2.0,0.0,1.0,1.0,2.0
200,1.0,4.0,0.0,2.0,2.0,1.0,0.0
201,11.0,13.0,0.0,0.0,2.0,0.0,2.0
202,16.0,18.0,0.0,1.0,2.0,2.0,1.0
203,16.0,19.0,2.0,0.0,0.0,2.0,1.0
204,6.0,9.0,0.0,1.0,2.0,2.0,2.0
205,16.0,18.0,0.0,1.0,1.0,1.0,0.0
206,6.0,4.0,0.0,1.0,1.0,1.0,2.0
207,11.0,14.0,0.0,1.0,0.0,2.0,1.0
208,16.0,23.0,1.0,2.0,1.0,1.0,1.0
209,16.0,18.0,2.0,2.0,2.0,0.0,2.0
210,21.0,23.0,0.0,2.0,0.0,2.0,0.0
211,11.0,14.0,2.0,1.0,2.0,2.0,0.0
212,16.0,18.0,2.0,0.0,2.0,2.0,1.0
213,21.0,23.0,2.0,0.0,0.0,1.0,0.0
214,6.0,8.0,0.0,0.0,2.0,1.0,2.0
215,16.0,23.0,1.0,2.0,2.0,1.0,2.0
216,16.0,19.0,2.0,1.0,0.0,2.0,2.0
217,6.0,9.0,2.0,0.0,1.0,2.0,1.0
218,16.0,23.0,1.0,1.0,2.0,2.0,2.0
219,1.0,3.0,0.0,1.0,2.0,1.0,2.0
220,11.0,13.0,1.0,1.0,2.0,1.0,1.0
221,16.0,18.0,2.0,2.0,1.0,0.0,0.0
222,16.0,18.0,2.0,2.0,0.0,2.0,0.0
223,6.0,9.0,2.0,0.0,2.0,2.0,2.0
224,16.0,19.0,1.0,0.0,2.0,0.0,2.0
225,6.0,8.0,2.0,2.0,2.0,0.0,1.0
226,16.0,23.0,1.0,0.0,2.0,0.0,2.0
227,6.0,8.0,2.0,2.0,1.0,0.0,2.0
228,11.0,3.0,2.0,0.0,1.0,2.0,2.0
229,11.0,14.0,2.0,1.0,2.0,1.0,1.0
230,11.0,8.0,2.0,2.0,2.0,0.0,0.0
231,6.0,8.0,1.0,0.0,2.0,0.0,2.0
232,6.0,8.0,0.0,2.0,1.0,2.0,2.0
233,11.0,13.0,2.0,2.0,1.0,1.0,2.0
234,1.0,3.0,0.0,2.0,0.0,1.0,1.0
235,6.0,4.0,1.0,1.0,1.0,1.0,2.0
236,6.0,4.0,2.0,2.0,2.0,2.0,0.0
237,1.0,3.0,0.0,0.0,1.0,2.0,2.0
238,11.0,9.0,1.0,2.0,1.0,2.0,2.0
239,16.0,19.0,0.0,0.0,2.0,0.0,1.0
240,16.0,23.0,1.0,0.0,0.0,0.0,1.0
241,1.0,3.0,2.0,1.0,1.0,1.0,1.0
242,5.0,9.0,2.0,0.0,0.0,1.0,2.0
243,6.0,4.0,1.0,1.0,0.0,1.0,2.0
244,11.0,13.0,1.0,2.0,0.0,0.0,0.0
245,6.0,8.0,1.0,0.0,1.0,0.0,2.0
246,15.0,23.0,1.0,1.0,1.0,1.0,1.0
247,5.0,4.0,2.0,0.0,1.0,2.0,1.0
248,11.0,9.0,1.0,1.0,0.0,0.0,0.0
249,6.0,4.0,2.0,1.0,0.0,0.0,2.0
250,21.0,23.0,2.0,1.0,0.0,1.0,0.0
251,16.0,18.0,0.0,2.0,2.0,2.0,1.0
252,11.0,14.0,2.0,2.0,0.0,1.0,1.0
253,11.0,18.0,1.0,0.0,2.0,2.0,2.0
254,11.0,13.0,1.0,1.0,1.0,0.0,1.0
255,6.0,8.0,1.0,1.0,1.0,2.0,1.0
256,15.0,19.0,0.0,1.0,0.0,0.0,1.0
257,6.0,8.0,2.0,2.0,2.0,1.0,1.0
258,21.0,23.0,1.0,1.0,0.0,1.0,2.0
259,1.0,4.0,0.0,1.0,2.0,1.0,1.0
260,6.0,8.0,1.0,1.0,0.0,2.0,1.0
261,16.0,18.0,1.0,2.0,2.0,1.0,2.0
262,20.0,23.0,2.0,2.0,1.0,2.0,0.0
263,6.0,8.0,2.0,2.0,2.0,2.0,0.0
264,6.0,8.0,2.0,0.0,2.0,2.0,2.0
265,1.0,4.0,1.0,2.0,2.0,1.0,2.0
266,16.0,18.0,0.0,0.0,0.0,1.0,1.0
267,16.0,18.0,2.0,2.0,0.0,0.0,1.0
268,1.0,4.0,2.0,1.0,2.0,1.0,0.0
269,16.0,18.0,1.0,0.0,0.0,0.0,0.0
270,6.0,8.0,1.0,1.0,0.0,2.0,2.0
271,11.0,14.0,0.0,2.0,0.0,0.0,2.0
272,11.0,13.0,2.0,1.0,0.0,2.0,1.0
273,21.0,23.0,1.0,1.0,2.0,0.0,0.0
274,11.0,23.0,2.0,2.0,1.0,0.0,2.0
275,6.0,8.0,2.0,1.0,1.0,0.0,1.0
276,11.0,14.0,1.0,2.0,0.0,1.0,1.0
277,5.0,4.0,0.0,0.0,0.0,2.0,2.0
278,6.0,9.0,1.0,2.0,1.0,1.0,1.0
279,16.0,19.0,0.0,0.0,2.0,2.0,1.0
280,11.0,14.0,1.0,2.0,0.0,1.0,0.0
281,11.0,13.0,0.0,2.0,2.0,1.0,2.0
282,11.0,13.0,1.0,1.0,2.0,0.0,2.0
283,6.0,8.0,0.0,1.0,2.0,2.0,0.0
284,11.0,18.0,1.0,2.0,2.0,2.0,1.0
285,21.0,23.0,2.0,1.0,1.0,0.0,2.0
286,16.0,19.0,2.0,1.0,2.0,2.0,0.0
287,1.0,4.0,0.0,1.0,2.0,2.0,1.0
288,6.0,3.0,2.0,0.0,1.0,0.0,0.0
289,6.0,9.0,0.0,1.0,0.0,0.0,2.0
290,6.0,8.0,0.0,1.0,1.0,1.0,2.0
291,16.0,19.0,2.0,1.0,2.0,2.0,2.0
292,6.0,3.0,2.0,1.0,0.0,2.0,0.0
293,11.0,14.0,0.0,2.0,0.0,1.0,1.0
294,6.0,9.0,1.0,0.0,1.0,1.0,0.0
295,6.0,4.0,2.0,1.0,0.0,2.0,1.0
296,1.0,4.0,0.0,0.0,2.0,2.0,2.0
297,1.0,4.0,0.0,1.0,0.0,0.0,2.0
298,11.0,14.0,1.0,0.0,0.0,1.0,0.0
299,1.0,3.0,0.0,2.0,2.0,1.0,2.0
300,20.0,23.0,0.0,0.0,2.0,1.0,0.0
301,6.0,4.0,2.0,0.0,2.0,1.0,2.0
302,1.0,3.0,1.0,0.0,2.0,2.0,1.0
303,21.0,23.0,1.0,0.0,2.0,1.0,2.0
304,16.0,19.0,1.0,0.0,1.0,2.0,1.0
305,16.0,23.0,2.0,1.0,1.0,0.0,2.0
306,6.0,9.0,1.0,1.0,2.0,0.0,2.0
307,6.0,8.0,1.0,0.0,0.0,0.0,1.0
308,1.0,4.0,0.0,0.0,1.0,0.0,2.0
309,6.0,8.0,0.0,0.0,1.0,0.0,0.0
310,16.0,18.0,1.0,1.0,1.0,0.0,1.0
311,16.0,19.0,2.0,2.0,1.0,1.0,0.0
312,21.0,23.0,2.0,2.0,1.0,1.0,0.0
313,11.0,14.0,1.0,1.0,0.0,1.0,1.0
314,6.0,8.0,2.0,0.0,1.0,2.0,1.0
315,1.0,3.0,2.0,2.0,1.0,1.0,2.0
316,16.0,18.0,1.0,1.0,0.0,1.0,2.0
317,11.0,14.0,1.0,2.0,1.0,2.0,2.0
318,6.0,9.0,1.0,0.0,0.0,1.0,2.0
319,11.0,13.0,0.0,0.0,0.0,1.0,2.0
320,6.0,8.0,2.0,0.0,2.0,0.0,1.0
321,11.0,8.0,2.0,2.0,0.0,2.0,1.0
322,16.0,23.0,2.0,1.0,0.0,0.0,2.0
323,6.0,8.0,2.0,0.0,0.0,2.0,0.0
324,6.0,8.0,1.0,1.0,2.0,0.0,1.0
325,21.0,23.0,1.0,1.0,1.0,1.0,1.0
326,6.0,4.0,1.0,2.0,0.0,0.0,1.0
327,6.0,3.0,1.0,2.0,2.0,0.0,0.0
328,11.0,14.0,2.0,1.0,0.0,2.0,2.0
329,16.0,19.0,2.0,2.0,1.0,0.0,2.0
330,6.0,3.0,1.0,1.0,1.0,0.0,2.0
331,6.0,8.0,2.0,0.0,0.0,0.0,2.0
332,16.0,19.0,1.0,2.0,2.0,0.0,0.0
333,16.0,18.0,2.0,1.0,1.0,0.0,1.0
334,16.0,23.0,1.0,0.0,1.0,0.0,1.0
335,16.0,23.0,1.0,1.0,1.0,1.0,2.0
336,6.0,8.0,0.0,1.0,2.0,1.0,2.0
337,16.0,23.0,2.0,2.0,2.0,2.0,2.0
338,6.0,4.0,2.0,0.0,1.0,0.0,1.0
339,6.0,3.0,1.0,1.0,1.0,1.0,1.0
340,1.0,3.0,0.0,0.0,2.0,2.0,2.0
341,1.0,4.0,2.0,2.0,2.0,0.0,2.0
342,1.0,4.0,1.0,2.0,2.0,0.0,1.0
343,6.0,3.0,1.0,0.0,1.0,1.0,2.0
344,11.0,14.0,0.0,2.0,2.0,0.0,2.0
345,6.0,8.0,0.0,0.0,2.0,2.0,1.0
346,16.0,19.0,2.0,0.0,2.0,2.0,1.0
347,11.0,13.0,1.0,1.0,0.0,1.0,1.0
348,1.0,4.0,0.0,0.0,1.0,2.0,1.0
349,1.0,4.0,2.0,0.0,1.0,2.0,0.0
350,16.0,19.0,1.0,2.0,1.0,1.0,2.0
351,11.0,13.0,2.0,1.0,0.0,1.0,1.0
352,21.0,23.0,0.0,0.0,1.0,2.0,2.0
353,16.0,19.0,0.0,0.0,2.0,1.0,1.0
354,1.0,3.0,0.0,1.0,1.0,1.0,1.0
355,21.0,23.0,1.0,2.0,2.0,2.0,1.0
356,16.0,19.0,1.0,1.0,1.0,0.0,0.0
357,1.0,3.0,2.0,0.0,1.0,2.0,2.0
358,16.0,19.0,2.0,0.0,0.0,0.0,0.0
359,15.0,19.0,2.0,2.0,2.0,0.0,0.0
360,16.0,18.0,0.0,2.0,2.0,1.0,0.0
361,6.0,4.0,1.0,1.0,2.0,0.0,1.0
362,6.0,9.0,2.0,1.0,1.0,1.0,2.0
363,6.0,8.0,0.0,0.0,2.0,1.0,1.0
364,11.0,14.0,1.0,2.0,1.0,0.0,2.0
365,11.0,13.0,2.0,1.0,0.0,2.0,2.0
366,11.0,13.0,2.0,2.0,0.0,2.0,2.0
367,6.0,9.0,1.0,0.0,0.0,2.0,1.0
368,1.0,3.0,0.0,1.0,0.0,0.0,1.0
369,16.0,19.0,0.0,1.0,2.0,0.0,2.0
370,6.0,4.0,1.0,1.0,0.0,0.0,1.0
371,16.0,18.0,2.0,1.0,0.0,0.0,1.0
372,1.0,3.0,1.0,2.0,1.0,1.0,1.0
373,1.0,4.0,0.0,0.0,2.0,2.0,0.0
374,15.0,23.0,0.0,2.0,0.0,0.0,0.0
375,1.0,4.0,1.0,2.0,2.0,2.0,0.0
376,11.0,14.0,0.0,2.0,0.0,2.0,2.0
377,1.0,4.0,2.0,0.0,2.0,2.0,2.0
378,11.0,13.0,1.0,0.0,1.0,2.0,1.0
379,11.0,9.0,1.0,2.0,0.0,2.0,0.0
380,6.0,8.0,0.0,0.0,2.0,2.0,0.0
381,16.0,18.0,2.0,2.0,0.0,2.0,1.0
382,6.0,8.0,0.0,1.0,0.0,1.0,2.0
383,6.0,9.0,2.0,0.0,2.0,1.0,2.0
384,6.0,3.0,1.0,1.0,2.0,2.0,2.0
385,15.0,23.0,2.0,0.0,1.0,0.0,1.0
386,6.0,4.0,2.0,1.0,2.0,1.0,0.0
387,11.0,3.0,2.0,0.0,2.0,0.0,0.0
388,16.0,19.0,2.0,0.0,2.0,1.0,0.0
389,11.0,8.0,1.0,2.0,2.0,2.0,2.0
390,1.0,3.0,1.0,1.0,0.0,2.0,1.0
391,11.0,13.0,0.0,2.0,0.0,2.0,0.0
392,21.0,23.0,1.0,0.0,1.0,2.0,0.0
393,11.0,13.0,1.0,1.0,0.0,2.0,1.0
394,1.0,3.0,0.0,2.0,1.0,0.0,0.0
395,16.0,18.0,0.0,1.0,1.0,0.0,0.0
396,1.0,3.0,0.0,1.0,1.0,0.0,0.0
397,11.0,14.0,2.0,0.0,1.0,2.0,2.0
398,6.0,8.0,1.0,0.0,0.0,2.0,1.0
399,6.0,9.0,0.0,1.0,1.0,2.0,2.0
400,11.0,14.0,1.0,2.0,2.0,2.0,0.0
401,11.0,14.0,2.0,0.0,0.0,1.0,0.0
402,1.0,4.0,2.0,2.0,0.0,2.0,1.0
403,1.0,4.0,0.0,2.0,1.0,1.0,1.0
404,16.0,18.0,2.0,0.0,0.0,1.0,1.0
405,11.0,18.0,1.0,2.0,1.0,2.0,2.0
406,6.0,8.0,1.0,0.0,2.0,1.0,1.0
407,1.0,3.0,2.0,2.0,0.0,2.0,1.0
408,6.0,8.0,2.0,0.0,1.0,1.0,2.0
409,6.0,9.0,2.0,1.0,1.0,2.0,0.0
410,1.0,3.0,0.0,1.0,1.0,1.0,0.0
411,16.0,18.0,2.0,0.0,1.0,0.0,1.0
412,16.0,23.0,0.0,2.0,2.0,2.0,2.0
413,1.0,4.0,1.0,0.0,2.0,0.0,2.0
414,1.0,4.0,0.0,0.0,2.0,0.0,0.0
415,16.0,23.0,1.0,0.0,2.0,2.0,1.0
416,11.0,14.0,2.0,1.0,0.0,0.0,2.0
417,1.0,4.0,0.0,1.0,2.0,1.0,2.0
418,1.0,4.0,0.0,0.0,2.0,2.0,1.0
419,21.0,23.0,1.0,1.0,0.0,2.0,0.0
420,11.0,13.0,0.0,1.0,0.0,2.0,1.0
421,6.0,9.0,2.0,2.0,0.0,0.0,1.0
422,15.0,19.0,0.0,2.0,0.0,0.0,2.0
423,6.0,9.0,2.0,0.0,1.0,0.0,1.0
424,6.0,3.0,0.0,0.0,2.0,0.0,0.0
425,16.0,18.0,2.0,1.0,0.0,2.0,0.0
426,1.0,3.0,1.0,2.0,2.0,2.0,1.0
427,21.0,23.0,2.0,2.0,2.0,2.0,2.0
428,6.0,3.0,1.0,2.0,1.0,2.0,1.0
429,16.0,19.0,1.0,1.0,1.0,2.0,1.0
430,11.0,13.0,0.0,2.0,1.0,1.0,1.0
431,21.0,23.0,0.0,1.0,0.0,0.0,2.0
432,21.0,23.0,1.0,2.0,1.0,2.0,0.0
433,21.0,23.0,2.0,1.0,2.0,2.0,0.0
434,11.0,13.0,2.0,0.0,2.0,1.0,2.0
435,1.0,4.0,1.0,1.0,2.0,1.0,0.0
436,6.0,9.0,1.0,0.0,2.0,0.0,2.0
437,1.0,3.0,0.0,2.0,1.0,0.0,2.0
438,6.0,9.0,1.0,0.0,2.0,1.0,1.0
439,11.0,14.0,1.0,1.0,1.0,2.0,1.0
440,6.0,9.0,1.0,0.0,2.0,0.0,1.0
441,16.0,18.0,2.0,1.0,2.0,0.0,2.0
442,11.0,9.0,2.0,2.0,1.0,1.0,1.0
443,16.0,18.0,1.0,0.0,1.0,2.0,1.0
444,11.0,8.0,1.0,1.0,2.0,2.0,0.0
445,11.0,13.0,1.0,2.0,0.0,1.0,0.0
446,16.0,19.0,1.0,1.0,2.0,2.0,2.0
447,11.0,13.0,2.0,2.0,0.0,2.0,0.0
448,6.0,9.0,0.0,0.0,2.0,2.0,1.0
449,11.0,14.0,0.0,2.0,0.0,0.0,1.0
450,6.0,8.0,2.0,1.0,0.0,2.0,1.0
451,1.0,3.0,2.0,1.0,0.0,0.0,0.0
452,1.0,4.0,0.0,2.0,1.0,2.0,0.0
453,16.0,19.0,0.0,0.0,1.0,0.0,1.0
454,11.0,13.0,1.0,0.0,2.0,1.0,2.0
455,11.0,14.0,1.0,2.0,0.0,2.0,1.0
456,6.0,9.0,0.0,0.0,1.0,2.0,2.0
457,16.0,18.0,0.0,2.0,0.0,0.0,1.0
458,6.0,9.0,1.0,2.0,2.0,1.0,1.0
459,6.0,9.0,2.0,0.0,2.0,2.0,0.0
460,11.0,13.0,1.0,1.0,0.0,1.0,0.0
461,1.0,3.0,0.0,0.0,1.0,1.0,1.0
462,21.0,23.0,2.0,1.0,1.0,2.0,1.0
463,11.0,9.0,2.0,1.0,1.0,2.0,1.0
