,Agent,Monster,Tree2,Tree7,Tree12,Tree17,Tree22
50,6.0,9.0,1.0,1.0,0.0,0.0,2.0
51,1.0,4.0,0.0,1.0,2.0,0.0,1.0
52,6.0,9.0,0.0,0.0,0.0,0.0,2.0
53,6.0,4.0,2.0,2.0,2.0,2.0,1.0
54,16.0,23.0,2.0,2.0,0.0,1.0,1.0
55,16.0,18.0,0.0,2.0,0.0,1.0,1.0
56,6.0,9.0,1.0,1.0,2.0,0.0,1.0
57,11.0,13.0,0.0,2.0,0.0,2.0,1.0
58,16.0,19.0,2.0,2.0,1.0,0.0,0.0
59,16.0,19.0,2.0,1.0,1.0,0.0,0.0
60,11.0,14.0,1.0,2.0,2.0,1.0,2.0
61,16.0,19.0,2.0,1.0,0.0,1.0,1.0
62,11.0,13.0,0.0,1.0,0.0,2.0,1.0
63,11.0,13.0,2.0,1.0,2.0,1.0,1.0
64,6.0,8.0,1.0,0.0,1.0,2.0,0.0
65,16.0,18.0,0.0,1.0,0.0,1.0,0.0
66,6.0,9.0,1.0,0.0,2.0,1.0,1.0
67,11.0,14.0,0.0,2.0,1.0,0.0,1.0
68,11.0,14.0,0.0,0.0,0.0,1.0,1.0
69,11.0,19.0,2.0,2.0,2.0,2.0,0.0
70,6.0,9.0,2.0,2.0,0.0,1.0,0.0
71,6.0,4.0,1.0,2.0,2.0,2.0,0.0
72,11.0,14.0,1.0,0.0,2.0,2.0,0.0
73,11.0,18.0,1.0,1.0,0.0,2.0,2.0
74,16.0,19.0,1.0,2.0,1.0,1.0,0.0
75,6.0,4.0,2.0,0.0,0.0,2.0,1.0
76,16.0,18.0,2.0,2.0,2.0,0.0,0.0
77,11.0,13.0,0.0,1.0,1.0,1.0,0.0
78,16.0,23.0,1.0,2.0,2.0,2.0,1.0
79,16.0,23.0,1.0,1.0,0.0,0.0,2.0
80,11.0,14.0,2.0,0.0,0.0,1.0,1.0
81,6.0,9.0,2.0,2.0,2.0,1.0,1.0
82,6.0,9.0,2.0,0.0,0.0,1.0,1.0
83,1.0,3.0,2.0,1.0,2.0,1.0,1.0
84,6.0,8.0,2.0,0.0,0.0,1.0,0.0
85,6.0,8.0,1.0,0.0,1.0,2.0,2.0
86,1.0,4.0,0.0,2.0,2.0,1.0,2.0
87,1.0,3.0,2.0,1.0,1.0,0.0,2.0
88,1.0,4.0,0.0,1.0,2.0,0.0,2.0
89,6.0,9.0,2.0,0.0,0.0,0.0,2.0
90,16.0,18.0,1.0,0.0,1.0,1.0,1.0
91,11.0,13.0,2.0,2.0,0.0,0.0,1.0
92,11.0,13.0,1.0,2.0,2.0,2.0,0.0
93,5.0,3.0,2.0,1.0,0.0,2.0,0.0
94,6.0,8.0,0.0,1.0,0.0,2.0,1.0
95,0.0,3.0,0.0,2.0,2.0,2.0,1.0
96,11.0,14.0,1.0,1.0,2.0,0.0,2.0
97,1.0,3.0,1.0,2.0,1.0,2.0,2.0
98,1.0,3.0,2.0,2.0,2.0,1.0,2.0
99,6.0,9.0,2.0,2.0,0.0,1.0,2.0
100,11.0,18.0,2.0,2.0,1.0,2.0,0.0
101,16.0,18.0,1.0,1.0,2.0,1.0,0.0
102,1.0,3.0,2.0,1.0,0.0,2.0,0.0
103,21.0,23.0,0.0,1.0,1.0,2.0,2.0
104,11.0,13.0,0.0,2.0,1.0,2.0,1.0
105,16.0,19.0,1.0,0.0,2.0,1.0,0.0
106,6.0,8.0,0.0,2.0,2.0,1.0,2.0
107,11.0,14.0,0.0,0.0,0.0,2.0,1.0
108,11.0,13.0,1.0,0.0,0.0,1.0,0.0
109,11.0,13.0,1.0,1.0,0.0,2.0,2.0
110,16.0,19.0,0.0,1.0,1.0,0.0,1.0
111,21.0,23.0,2.0,1.0,2.0,1.0,1.0
112,11.0,3.0,2.0,0.0,1.0,1.0,0.0
113,5.0,9.0,2.0,0.0,1.0,0.0,1.0
114,6.0,3.0,1.0,1.0,2.0,2.0,1.0
115,11.0,14.0,0.0,2.0,0.0,1.0,2.0
116,0.0,3.0,0.0,0.0,0.0,2.0,2.0
117,11.0,14.0,2.0,1.0,2.0,2.0,2.0
118,6.0,9.0,1.0,0.0,0.0,2.0,2.0
119,1.0,3.0,0.0,1.0,0.0,1.0,1.0
120,1.0,4.0,1.0,1.0,0.0,1.0,0.0
121,16.0,23.0,2.0,2.0,2.0,2.0,0.0
122,6.0,4.0,2.0,0.0,1.0,2.0,2.0
123,16.0,23.0,1.0,2.0,1.0,2.0,1.0
124,6.0,9.0,2.0,0.0,2.0,2.0,1.0
125,16.0,19.0,2.0,1.0,0.0,0.0,0.0
126,6.0,9.0,0.0,2.0,0.0,1.0,0.0
127,16.0,18.0,1.0,1.0,2.0,0.0,2.0
128,0.0,3.0,0.0,1.0,0.0,0.0,0.0
129,21.0,23.0,1.0,0.0,0.0,0.0,0.0
130,1.0,3.0,0.0,0.0,1.0,1.0,1.0
131,5.0,3.0,1.0,2.0,2.0,2.0,2.0
132,16.0,18.0,0.0,1.0,0.0,0.0,1.0
133,11.0,13.0,1.0,0.0,1.0,2.0,2.0
134,11.0,14.0,1.0,0.0,0.0,1.0,2.0
135,1.0,3.0,1.0,0.0,0.0,2.0,2.0
136,6.0,9.0,2.0,1.0,1.0,0.0,2.0
137,16.0,23.0,1.0,0.0,1.0,1.0,0.0
138,16.0,19.0,2.0,1.0,2.0,1.0,0.0
139,11.0,13.0,2.0,2.0,0.0,1.0,2.0
140,6.0,3.0,2.0,2.0,2.0,2.0,2.0
141,1.0,3.0,0.0,2.0,2.0,2.0,2.0
142,11.0,13.0,0.0,1.0,0.0,2.0,0.0
143,16.0,19.0,2.0,2.0,0.0,1.0,2.0
144,6.0,3.0,0.0,0.0,0.0,2.0,1.0
145,11.0,13.0,0.0,0.0,0.0,2.0,1.0
146,16.0,19.0,2.0,2.0,0.0,0.0,0.0
147,1.0,4.0,1.0,0.0,2.0,2.0,2.0
148,16.0,19.0,2.0,1.0,2.0,0.0,1.0
149,16.0,18.0,0.0,0.0,2.0,1.0,2.0
150,11.0,14.0,1.0,1.0,0.0,2.0,2.0
151,11.0,14.0,0.0,1.0,0.0,1.0,1.0
152,16.0,18.0,2.0,2.0,0.0,1.0,0.0
153,1.0,3.0,2.0,2.0,1.0,1.0,1.0
154,6.0,4.0,1.0,0.0,2.0,0.0,0.0
155,11.0,13.0,0.0,2.0,2.0,2.0,1.0
156,1.0,4.0,1.0,2.0,1.0,1.0,2.0
157,11.0,14.0,1.0,1.0,0.0,0.0,0.0
158,16.0,19.0,1.0,0.0,1.0,0.0,2.0
159,11.0,13.0,0.0,0.0,0.0,0.0,0.0
160,11.0,9.0,1.0,2.0,1.0,1.0,2.0
161,6.0,4.0,1.0,2.0,1.0,1.0,0.0
162,16.0,19.0,2.0,2.0,2.0,2.0,2.0
163,6.0,9.0,1.0,0.0,2.0,0.0,1.0
164,16.0,23.0,2.0,1.0,2.0,1.0,2.0
165,5.0,8.0,1.0,0.0,0.0,2.0,1.0
166,1.0,4.0,0.0,2.0,1.0,2.0,2.0
167,5.0,4.0,0.0,1.0,2.0,1.0,1.0
168,11.0,9.0,2.0,1.0,1.0,2.0,0.0
169,16.0,18.0,2.0,2.0,2.0,2.0,0.0
170,1.0,4.0,0.0,0.0,2.0,2.0,1.0
171,21.0,23.0,1.0,1.0,1.0,2.0,1.0
172,21.0,23.0,2.0,2.0,1.0,1.0,1.0
173,21.0,23.0,1.0,1.0,2.0,2.0,1.0
174,1.0,4.0,2.0,2.0,1.0,0.0,2.0
175,16.0,18.0,2.0,1.0,1.0,2.0,2.0
176,11.0,13.0,1.0,2.0,0.0,2.0,1.0
177,6.0,3.0,2.0,1.0,0.0,1.0,2.0
178,16.0,19.0,2.0,0.0,2.0,0.0,2.0
179,16.0,19.0,0.0,1.0,1.0,0.0,0.0
180,16.0,18.0,0.0,2.0,2.0,0.0,2.0
181,6.0,8.0,1.0,0.0,2.0,1.0,0.0
182,11.0,8.0,2.0,1.0,1.0,0.0,1.0
183,1.0,3.0,2.0,1.0,0.0,2.0,2.0
184,11.0,14.0,1.0,1.0,1.0,0.0,1.0
185,6.0,9.0,0.0,2.0,2.0,1.0,1.0
186,16.0,23.0,2.0,1.0,2.0,2.0,1.0
187,6.0,9.0,2.0,0.0,2.0,0.0,1.0
188,11.0,9.0,0.0,2.0,0.0,2.0,0.0
189,16.0,19.0,0.0,0.0,0.0,0.0,1.0
190,11.0,14.0,0.0,0.0,2.0,0.0,2.0
191,5.0,8.0,2.0,0.0,2.0,1.0,1.0
192,16.0,18.0,0.0,1.0,0.0,0.0,0.0
193,11.0,13.0,2.0,0.0,0.0,2.0,1.0
194,6.0,8.0,2.0,2.0,0.0,0.0,2.0
195,6.0,8.0,2.0,0.0,0.0,2.0,2.0
196,21.0,23.0,1.0,1.0,2.0,0.0,1.0
197,6.0,9.0,2.0,2.0,0.0,2.0,0.0
198,6.0,3.0,1.0,1.0,0.0,2.0,2.0
199,6.0,8.0,2.0,0.0,2.0,0.0,0.0
200,16.0,19.0,2.0,0.0,1.0,0.0,1.0
201,16.0,18.0,2.0,0.0,1.0,1.0,2.0
202,11.0,13.0,0.0,0.0,2.0,0.0,2.0
203,16.0,18.0,0.0,1.0,2.0,2.0,1.0
204,16.0,19.0,2.0,0.0,0.0,2.0,1.0
205,6.0,9.0,0.0,1.0,2.0,2.0,2.0
206,16.0,18.0,0.0,1.0,1.0,1.0,0.0
207,6.0,4.0,0.0,1.0,1.0,1.0,2.0
208,11.0,14.0,0.0,1.0,0.0,2.0,1.0
209,16.0,23.0,1.0,2.0,1.0,1.0,1.0
210,16.0,18.0,2.0,1.0,2.0,0.0,1.0
211,21.0,23.0,0.0,2.0,0.0,2.0,0.0
212,11.0,14.0,2.0,1.0,2.0,2.0,0.0
213,16.0,18.0,2.0,0.0,2.0,2.0,1.0
214,21.0,23.0,2.0,0.0,0.0,1.0,0.0
215,6.0,8.0,0.0,0.0,2.0,1.0,2.0
216,16.0,23.0,1.0,2.0,2.0,1.0,2.0
217,16.0,19.0,2.0,1.0,0.0,2.0,2.0
218,6.0,9.0,2.0,0.0,1.0,2.0,1.0
219,16.0,23.0,1.0,1.0,2.0,2.0,2.0
220,11.0,13.0,1.0,1.0,2.0,1.0,1.0
221,16.0,18.0,2.0,2.0,1.0,0.0,0.0
222,16.0,18.0,2.0,2.0,0.0,2.0,0.0
223,6.0,9.0,2.0,0.0,2.0,2.0,2.0
224,16.0,19.0,1.0,0.0,2.0,0.0,2.0
225,6.0,8.0,2.0,2.0,2.0,0.0,1.0
226,16.0,23.0,1.0,0.0,2.0,0.0,2.0
227,6.0,8.0,2.0,2.0,1.0,0.0,2.0
228,11.0,3.0,2.0,0.0,1.0,2.0,2.0
229,11.0,14.0,2.0,1.0,2.0,1.0,1.0
230,11.0,8.0,2.0,2.0,2.0,0.0,0.0
231,6.0,8.0,1.0,0.0,2.0,0.0,2.0
232,6.0,8.0,0.0,2.0,1.0,2.0,2.0
233,11.0,13.0,2.0,2.0,1.0,1.0,2.0
234,1.0,3.0,0.0,2.0,0.0,1.0,1.0
235,6.0,4.0,1.0,1.0,1.0,1.0,2.0
236,6.0,4.0,2.0,2.0,2.0,2.0,0.0
237,1.0,3.0,0.0,0.0,1.0,2.0,2.0
238,11.0,9.0,1.0,2.0,1.0,2.0,2.0
239,16.0,19.0,0.0,0.0,2.0,0.0,1.0
240,16.0,23.0,1.0,0.0,0.0,0.0,1.0
241,1.0,3.0,2.0,1.0,1.0,1.0,1.0
242,5.0,9.0,2.0,0.0,0.0,1.0,2.0
243,6.0,4.0,1.0,1.0,0.0,1.0,2.0
244,11.0,13.0,1.0,2.0,0.0,0.0,0.0
245,6.0,8.0,1.0,0.0,1.0,0.0,2.0
246,15.0,23.0,1.0,1.0,1.0,1.0,1.0
247,5.0,4.0,2.0,0.0,1.0,2.0,1.0
248,11.0,9.0,1.0,1.0,0.0,0.0,0.0
249,6.0,4.0,2.0,1.0,0.0,0.0,2.0
250,11.0,14.0,2.0,0.0,0.0,0.0,1.0
251,21.0,23.0,2.0,1.0,0.0,1.0,0.0
252,16.0,18.0,0.0,2.0,2.0,2.0,1.0
253,11.0,14.0,2.0,2.0,0.0,1.0,1.0
254,11.0,18.0,1.0,0.0,2.0,2.0,2.0
255,11.0,13.0,1.0,1.0,1.0,0.0,1.0
256,6.0,8.0,1.0,1.0,1.0,2.0,1.0
257,15.0,19.0,0.0,1.0,0.0,0.0,1.0
258,6.0,8.0,2.0,2.0,2.0,1.0,1.0
259,21.0,23.0,1.0,1.0,0.0,1.0,2.0
260,1.0,4.0,0.0,1.0,2.0,1.0,1.0
261,6.0,8.0,1.0,1.0,0.0,2.0,1.0
262,16.0,18.0,1.0,2.0,2.0,1.0,2.0
263,20.0,23.0,2.0,2.0,1.0,2.0,0.0
264,6.0,8.0,2.0,2.0,2.0,2.0,0.0
265,6.0,8.0,2.0,0.0,2.0,2.0,2.0
266,1.0,4.0,1.0,2.0,2.0,1.0,2.0
267,16.0,18.0,0.0,0.0,0.0,1.0,1.0
268,16.0,18.0,2.0,2.0,0.0,0.0,1.0
269,1.0,4.0,2.0,1.0,2.0,1.0,0.0
270,16.0,18.0,1.0,0.0,0.0,0.0,0.0
271,6.0,8.0,1.0,1.0,0.0,2.0,2.0
272,11.0,14.0,0.0,2.0,0.0,0.0,2.0
273,11.0,13.0,2.0,1.0,0.0,2.0,1.0
274,21.0,23.0,1.0,1.0,2.0,0.0,0.0
275,11.0,23.0,2.0,2.0,1.0,0.0,2.0
276,6.0,8.0,2.0,1.0,1.0,0.0,1.0
277,11.0,14.0,1.0,2.0,0.0,1.0,1.0
278,11.0,14.0,1.0,0.0,0.0,0.0,1.0
279,5.0,4.0,0.0,0.0,0.0,2.0,2.0
280,6.0,9.0,1.0,2.0,1.0,1.0,1.0
281,16.0,19.0,0.0,0.0,2.0,2.0,1.0
282,11.0,14.0,1.0,2.0,0.0,1.0,0.0
283,11.0,13.0,0.0,2.0,2.0,1.0,2.0
284,11.0,13.0,1.0,1.0,2.0,0.0,2.0
285,6.0,8.0,0.0,1.0,2.0,2.0,0.0
286,11.0,18.0,1.0,2.0,2.0,2.0,1.0
287,21.0,23.0,2.0,1.0,1.0,0.0,2.0
288,16.0,19.0,2.0,1.0,2.0,2.0,0.0
289,1.0,4.0,0.0,1.0,2.0,2.0,1.0
290,6.0,3.0,2.0,0.0,1.0,0.0,0.0
291,6.0,9.0,0.0,1.0,0.0,0.0,2.0
292,6.0,8.0,0.0,1.0,1.0,1.0,2.0
293,16.0,19.0,2.0,1.0,2.0,2.0,2.0
294,6.0,3.0,2.0,1.0,0.0,2.0,0.0
295,11.0,14.0,0.0,2.0,0.0,1.0,1.0
296,6.0,9.0,1.0,0.0,1.0,1.0,0.0
297,6.0,4.0,2.0,1.0,0.0,2.0,1.0
298,1.0,4.0,0.0,0.0,2.0,2.0,2.0
299,1.0,4.0,0.0,1.0,0.0,0.0,2.0
300,1.0,3.0,0.0,2.0,2.0,1.0,2.0
301,20.0,23.0,0.0,0.0,2.0,1.0,0.0
302,6.0,4.0,2.0,0.0,2.0,1.0,2.0
303,1.0,3.0,1.0,0.0,2.0,2.0,1.0
304,21.0,23.0,1.0,0.0,2.0,1.0,2.0
305,6.0,9.0,1.0,1.0,2.0,0.0,2.0
306,6.0,8.0,1.0,0.0,0.0,0.0,1.0
307,1.0,4.0,0.0,0.0,1.0,0.0,2.0
308,6.0,8.0,0.0,0.0,1.0,0.0,0.0
309,16.0,18.0,1.0,1.0,1.0,0.0,1.0
310,16.0,19.0,2.0,2.0,1.0,1.0,0.0
311,21.0,23.0,2.0,2.0,1.0,1.0,0.0
312,11.0,14.0,1.0,1.0,0.0,1.0,1.0
313,6.0,8.0,2.0,0.0,1.0,2.0,1.0
314,16.0,18.0,1.0,1.0,0.0,1.0,2.0
315,11.0,14.0,1.0,2.0,1.0,2.0,2.0
316,6.0,9.0,1.0,0.0,0.0,1.0,2.0
317,11.0,13.0,0.0,0.0,0.0,1.0,2.0
318,6.0,8.0,2.0,0.0,2.0,0.0,1.0
319,11.0,8.0,2.0,2.0,0.0,2.0,1.0
320,16.0,23.0,2.0,1.0,0.0,0.0,2.0
321,6.0,8.0,2.0,0.0,0.0,2.0,0.0
322,6.0,8.0,1.0,1.0,2.0,0.0,1.0
323,21.0,23.0,1.0,1.0,1.0,1.0,1.0
324,6.0,4.0,1.0,2.0,0.0,0.0,1.0
325,6.0,3.0,1.0,2.0,2.0,0.0,0.0
326,11.0,14.0,2.0,1.0,0.0,2.0,2.0
327,16.0,19.0,2.0,2.0,1.0,0.0,2.0
328,6.0,3.0,1.0,1.0,1.0,0.0,2.0
329,11.0,13.0,2.0,0.0,0.0,1.0,1.0
330,6.0,8.0,2.0,0.0,0.0,0.0,2.0
331,16.0,19.0,1.0,2.0,2.0,0.0,0.0
332,16.0,18.0,2.0,1.0,1.0,0.0,1.0
333,16.0,23.0,1.0,0.0,1.0,0.0,1.0
334,16.0,23.0,1.0,1.0,1.0,1.0,2.0
335,6.0,8.0,0.0,1.0,2.0,1.0,2.0
336,16.0,23.0,2.0,2.0,2.0,2.0,2.0
337,6.0,4.0,2.0,0.0,1.0,0.0,1.0
338,6.0,3.0,1.0,1.0,1.0,1.0,1.0
339,1.0,3.0,0.0,0.0,2.0,2.0,2.0
340,1.0,4.0,2.0,2.0,2.0,0.0,2.0
341,1.0,4.0,1.0,2.0,2.0,0.0,1.0
342,6.0,3.0,1.0,0.0,1.0,1.0,2.0
343,11.0,14.0,0.0,2.0,2.0,0.0,2.0
344,6.0,8.0,0.0,0.0,2.0,2.0,1.0
345,16.0,19.0,2.0,0.0,2.0,2.0,1.0
346,11.0,13.0,1.0,1.0,0.0,1.0,1.0
347,1.0,4.0,0.0,0.0,1.0,2.0,1.0
348,1.0,4.0,2.0,2.0,0.0,1.0,2.0
349,1.0,4.0,2.0,0.0,1.0,2.0,0.0
350,16.0,19.0,1.0,2.0,1.0,1.0,2.0
351,11.0,13.0,2.0,1.0,0.0,1.0,1.0
352,21.0,23.0,0.0,0.0,1.0,2.0,2.0
353,16.0,19.0,0.0,0.0,2.0,1.0,1.0
354,1.0,3.0,0.0,1.0,1.0,1.0,1.0
355,21.0,23.0,1.0,2.0,2.0,2.0,1.0
356,16.0,19.0,1.0,1.0,1.0,0.0,0.0
357,1.0,3.0,2.0,0.0,1.0,2.0,2.0
358,16.0,19.0,2.0,0.0,0.0,0.0,0.0
359,15.0,19.0,2.0,2.0,2.0,0.0,0.0
360,16.0,18.0,0.0,2.0,2.0,1.0,0.0
361,6.0,4.0,1.0,1.0,2.0,0.0,1.0
362,6.0,9.0,2.0,1.0,1.0,1.0,2.0
363,6.0,8.0,0.0,0.0,2.0,1.0,1.0
364,11.0,14.0,1.0,2.0,1.0,0.0,2.0
365,11.0,13.0,2.0,1.0,0.0,2.0,2.0
366,11.0,13.0,2.0,2.0,0.0,2.0,2.0
367,6.0,9.0,1.0,0.0,0.0,2.0,1.0
368,1.0,3.0,0.0,1.0,0.0,0.0,1.0
369,11.0,14.0,0.0,1.0,1.0,0.0,1.0
370,16.0,19.0,0.0,1.0,2.0,0.0,2.0
371,6.0,4.0,1.0,1.0,0.0,0.0,1.0
372,16.0,18.0,2.0,1.0,0.0,0.0,1.0
373,1.0,3.0,1.0,2.0,1.0,1.0,1.0
374,1.0,4.0,0.0,0.0,2.0,2.0,0.0
375,15.0,23.0,0.0,2.0,0.0,0.0,0.0
376,1.0,4.0,1.0,2.0,2.0,2.0,0.0
377,11.0,14.0,0.0,2.0,0.0,2.0,2.0
378,1.0,4.0,2.0,0.0,2.0,2.0,2.0
379,11.0,13.0,1.0,0.0,1.0,2.0,1.0
380,11.0,9.0,1.0,2.0,0.0,2.0,0.0
381,6.0,8.0,0.0,0.0,2.0,2.0,0.0
382,16.0,18.0,2.0,2.0,0.0,2.0,1.0
383,1.0,4.0,0.0,2.0,1.0,0.0,1.0
384,6.0,8.0,0.0,1.0,0.0,1.0,2.0
385,6.0,9.0,2.0,0.0,2.0,1.0,2.0
386,6.0,3.0,1.0,1.0,2.0,2.0,2.0
387,15.0,23.0,2.0,0.0,1.0,0.0,1.0
388,6.0,4.0,2.0,1.0,2.0,1.0,0.0
389,11.0,3.0,2.0,0.0,2.0,0.0,0.0
390,16.0,19.0,2.0,0.0,2.0,1.0,0.0
391,11.0,8.0,1.0,2.0,2.0,2.0,2.0
392,1.0,3.0,1.0,1.0,0.0,2.0,1.0
393,11.0,13.0,0.0,2.0,0.0,2.0,0.0
394,21.0,23.0,1.0,0.0,1.0,2.0,0.0
395,11.0,13.0,1.0,1.0,0.0,2.0,1.0
396,1.0,3.0,0.0,2.0,1.0,0.0,0.0
397,16.0,18.0,0.0,1.0,1.0,0.0,0.0
398,1.0,3.0,0.0,1.0,1.0,0.0,0.0
399,11.0,14.0,2.0,0.0,1.0,2.0,2.0
400,6.0,8.0,1.0,0.0,0.0,2.0,1.0
401,6.0,9.0,1.0,0.0,2.0,1.0,2.0
402,6.0,9.0,0.0,1.0,1.0,2.0,2.0
403,11.0,13.0,0.0,0.0,1.0,1.0,2.0
404,6.0,8.0,2.0,2.0,0.0,2.0,2.0
405,11.0,14.0,1.0,2.0,2.0,2.0,0.0
406,11.0,14.0,2.0,0.0,0.0,1.0,0.0
407,1.0,4.0,2.0,2.0,0.0,2.0,1.0
408,1.0,4.0,0.0,2.0,1.0,1.0,1.0
409,16.0,18.0,2.0,0.0,0.0,1.0,1.0
410,11.0,18.0,1.0,2.0,1.0,2.0,2.0
411,6.0,8.0,1.0,0.0,2.0,1.0,1.0
412,1.0,3.0,2.0,2.0,0.0,2.0,1.0
413,6.0,8.0,2.0,0.0,1.0,1.0,2.0
414,6.0,9.0,2.0,1.0,1.0,2.0,0.0
415,1.0,3.0,0.0,1.0,1.0,1.0,0.0
416,16.0,18.0,2.0,0.0,1.0,0.0,1.0
417,16.0,23.0,0.0,2.0,2.0,2.0,2.0
418,1.0,4.0,1.0,0.0,2.0,0.0,2.0
419,1.0,4.0,0.0,0.0,2.0,0.0,0.0
420,16.0,23.0,1.0,0.0,2.0,2.0,1.0
421,11.0,14.0,2.0,1.0,0.0,0.0,2.0
422,1.0,4.0,0.0,1.0,2.0,1.0,2.0
423,1.0,4.0,0.0,0.0,2.0,2.0,1.0
424,21.0,23.0,1.0,1.0,0.0,2.0,0.0
425,11.0,13.0,0.0,1.0,0.0,2.0,1.0
426,6.0,9.0,2.0,2.0,0.0,0.0,1.0
427,15.0,19.0,0.0,2.0,0.0,0.0,2.0
428,6.0,9.0,2.0,0.0,1.0,0.0,1.0
429,6.0,3.0,0.0,0.0,2.0,0.0,0.0
430,16.0,18.0,2.0,1.0,0.0,2.0,0.0
431,1.0,3.0,1.0,2.0,2.0,2.0,1.0
432,21.0,23.0,2.0,2.0,2.0,2.0,2.0
433,6.0,3.0,1.0,2.0,1.0,2.0,1.0
434,16.0,19.0,1.0,1.0,1.0,2.0,1.0
435,11.0,13.0,0.0,2.0,1.0,1.0,1.0
436,21.0,23.0,0.0,1.0,0.0,0.0,2.0
437,21.0,23.0,1.0,2.0,1.0,2.0,0.0
438,21.0,23.0,2.0,1.0,2.0,2.0,0.0
439,11.0,13.0,2.0,0.0,2.0,1.0,2.0
440,1.0,4.0,1.0,1.0,2.0,1.0,0.0
441,6.0,9.0,1.0,0.0,2.0,0.0,2.0
442,1.0,3.0,0.0,2.0,1.0,0.0,2.0
443,11.0,14.0,1.0,1.0,1.0,2.0,1.0
444,6.0,9.0,1.0,0.0,2.0,0.0,1.0
445,16.0,18.0,2.0,1.0,2.0,0.0,2.0
446,11.0,9.0,2.0,2.0,1.0,1.0,1.0
447,16.0,18.0,1.0,0.0,1.0,2.0,1.0
448,11.0,8.0,1.0,1.0,2.0,2.0,0.0
449,11.0,13.0,1.0,2.0,0.0,1.0,0.0
450,16.0,19.0,1.0,1.0,2.0,2.0,2.0
451,11.0,13.0,2.0,2.0,0.0,2.0,0.0
452,6.0,9.0,0.0,0.0,2.0,2.0,1.0
453,11.0,14.0,0.0,2.0,0.0,0.0,1.0
454,6.0,8.0,2.0,1.0,0.0,2.0,1.0
455,1.0,3.0,2.0,1.0,0.0,0.0,0.0
456,1.0,4.0,0.0,2.0,1.0,2.0,0.0
457,16.0,19.0,0.0,0.0,1.0,0.0,1.0
458,11.0,13.0,1.0,0.0,2.0,1.0,2.0
459,11.0,14.0,1.0,2.0,0.0,2.0,1.0
460,6.0,9.0,0.0,0.0,1.0,2.0,2.0
461,16.0,18.0,0.0,2.0,0.0,0.0,1.0
462,6.0,9.0,1.0,2.0,2.0,1.0,1.0
463,6.0,9.0,2.0,0.0,2.0,2.0,0.0
